"barcode"	"plateRow"	"plateColumn"	"Plate ID"	"ValidObjectCount"
"100701TL_HEK_Test_Traf_robot"	16	1	503	
"100701TL_HEK_Test_Traf_robot"	16	2	503	
"100701TL_HEK_Test_Traf_robot"	16	3	503	
"100701TL_HEK_Test_Traf_robot"	16	4	503	
"100701TL_HEK_Test_Traf_robot"	16	5	503	
"100701TL_HEK_Test_Traf_robot"	16	6	503	
"100701TL_HEK_Test_Traf_robot"	16	7	503	
"100701TL_HEK_Test_Traf_robot"	16	8	503	
"100701TL_HEK_Test_Traf_robot"	16	9	503	
"100701TL_HEK_Test_Traf_robot"	16	10	503	
"100701TL_HEK_Test_Traf_robot"	16	11	503	
"100701TL_HEK_Test_Traf_robot"	16	12	503	
"100701TL_HEK_Test_Traf_robot"	16	13	503	
"100701TL_HEK_Test_Traf_robot"	16	14	503	
"100701TL_HEK_Test_Traf_robot"	16	15	503	
"100701TL_HEK_Test_Traf_robot"	16	16	503	
"100701TL_HEK_Test_Traf_robot"	16	17	503	
"100701TL_HEK_Test_Traf_robot"	16	18	503	
"100701TL_HEK_Test_Traf_robot"	16	19	503	
"100701TL_HEK_Test_Traf_robot"	16	20	503	
"100701TL_HEK_Test_Traf_robot"	16	21	503	
"100701TL_HEK_Test_Traf_robot"	16	22	503	
"100701TL_HEK_Test_Traf_robot"	16	23	503	
"100701TL_HEK_Test_Traf_robot"	16	24	503	
"100708TL_HEK_Traf_Test2"	1	1	525	
"100708TL_HEK_Traf_Test2"	1	2	525	
"100708TL_HEK_Traf_Test2"	1	3	525	
"100708TL_HEK_Traf_Test2"	1	4	525	
"100708TL_HEK_Traf_Test2"	1	5	525	
"100708TL_HEK_Traf_Test2"	1	6	525	
"100708TL_HEK_Traf_Test2"	1	7	525	
"100708TL_HEK_Traf_Test2"	1	8	525	
"100708TL_HEK_Traf_Test2"	1	9	525	
"100708TL_HEK_Traf_Test2"	1	10	525	
"100708TL_HEK_Traf_Test2"	1	11	525	
"100708TL_HEK_Traf_Test2"	1	12	525	
"100708TL_HEK_Traf_Test2"	1	13	525	
"100708TL_HEK_Traf_Test2"	1	14	525	
"100708TL_HEK_Traf_Test2"	1	15	525	
"100708TL_HEK_Traf_Test2"	1	16	525	
"100708TL_HEK_Traf_Test2"	1	17	525	
"100708TL_HEK_Traf_Test2"	1	18	525	
"100708TL_HEK_Traf_Test2"	1	19	525	
"100708TL_HEK_Traf_Test2"	1	20	525	
"100708TL_HEK_Traf_Test2"	1	21	525	
"100708TL_HEK_Traf_Test2"	1	22	525	
"100708TL_HEK_Traf_Test2"	1	23	525	
"100708TL_HEK_Traf_Test2"	1	24	525	
"100708TL_HEK_Traf_Test2"	2	1	525	
"100708TL_HEK_Traf_Test2"	2	2	525	
"100708TL_HEK_Traf_Test2"	2	3	525	
"100708TL_HEK_Traf_Test2"	2	4	525	
"100708TL_HEK_Traf_Test2"	2	5	525	
"100708TL_HEK_Traf_Test2"	2	6	525	
"100708TL_HEK_Traf_Test2"	2	7	525	
"100708TL_HEK_Traf_Test2"	2	8	525	
"100708TL_HEK_Traf_Test2"	2	9	525	
"100708TL_HEK_Traf_Test2"	2	10	525	
"100708TL_HEK_Traf_Test2"	2	11	525	
"100708TL_HEK_Traf_Test2"	2	12	525	
"100708TL_HEK_Traf_Test2"	2	13	525	
"100708TL_HEK_Traf_Test2"	2	14	525	
"100708TL_HEK_Traf_Test2"	2	15	525	
"100708TL_HEK_Traf_Test2"	2	16	525	
"100708TL_HEK_Traf_Test2"	2	17	525	
"100708TL_HEK_Traf_Test2"	2	18	525	
"100708TL_HEK_Traf_Test2"	2	19	525	
"100708TL_HEK_Traf_Test2"	2	20	525	
"100708TL_HEK_Traf_Test2"	2	21	525	
"100708TL_HEK_Traf_Test2"	2	22	525	
"100708TL_HEK_Traf_Test2"	2	23	525	
"100708TL_HEK_Traf_Test2"	2	24	525	
"100708TL_HEK_Traf_Test2"	3	1	525	
"100708TL_HEK_Traf_Test2"	3	2	525	
"100708TL_HEK_Traf_Test2"	3	3	525	1291.0
"100708TL_HEK_Traf_Test2"	3	4	525	1146.0
"100708TL_HEK_Traf_Test2"	3	5	525	931.0
"100708TL_HEK_Traf_Test2"	3	6	525	2773.0
"100708TL_HEK_Traf_Test2"	3	7	525	1386.0
"100708TL_HEK_Traf_Test2"	3	8	525	1138.0
"100708TL_HEK_Traf_Test2"	3	9	525	2171.0
"100708TL_HEK_Traf_Test2"	3	10	525	1209.0
"100708TL_HEK_Traf_Test2"	3	11	525	245.0
"100708TL_HEK_Traf_Test2"	3	12	525	206.0
"100708TL_HEK_Traf_Test2"	3	13	525	308.0
"100708TL_HEK_Traf_Test2"	3	14	525	408.0
"100708TL_HEK_Traf_Test2"	3	15	525	243.0
"100708TL_HEK_Traf_Test2"	3	16	525	200.0
"100708TL_HEK_Traf_Test2"	3	17	525	138.0
"100708TL_HEK_Traf_Test2"	3	18	525	195.0
"100708TL_HEK_Traf_Test2"	3	19	525	
"100708TL_HEK_Traf_Test2"	3	20	525	
"100708TL_HEK_Traf_Test2"	3	21	525	
"100708TL_HEK_Traf_Test2"	3	22	525	
"100708TL_HEK_Traf_Test2"	3	23	525	
"100708TL_HEK_Traf_Test2"	3	24	525	
"100708TL_HEK_Traf_Test2"	4	1	525	
"100708TL_HEK_Traf_Test2"	4	2	525	
"100708TL_HEK_Traf_Test2"	4	3	525	374.0
"100708TL_HEK_Traf_Test2"	4	4	525	1180.0
"100708TL_HEK_Traf_Test2"	4	5	525	1193.0
"100708TL_HEK_Traf_Test2"	4	6	525	2349.0
"100708TL_HEK_Traf_Test2"	4	7	525	1525.0
"100708TL_HEK_Traf_Test2"	4	8	525	1296.0
"100708TL_HEK_Traf_Test2"	4	9	525	971.0
"100708TL_HEK_Traf_Test2"	4	10	525	1108.0
"100708TL_HEK_Traf_Test2"	4	11	525	204.0
"100708TL_HEK_Traf_Test2"	4	12	525	315.0
"100708TL_HEK_Traf_Test2"	4	13	525	275.0
"100708TL_HEK_Traf_Test2"	4	14	525	454.0
"100708TL_HEK_Traf_Test2"	4	15	525	186.0
"100708TL_HEK_Traf_Test2"	4	16	525	670.0
"100708TL_HEK_Traf_Test2"	4	17	525	165.0
"100708TL_HEK_Traf_Test2"	4	18	525	221.0
"100708TL_HEK_Traf_Test2"	4	19	525	
"100708TL_HEK_Traf_Test2"	4	20	525	
"100708TL_HEK_Traf_Test2"	4	21	525	
"100708TL_HEK_Traf_Test2"	4	22	525	
"100708TL_HEK_Traf_Test2"	4	23	525	
"100708TL_HEK_Traf_Test2"	4	24	525	
"100708TL_HEK_Traf_Test2"	5	1	525	
"100708TL_HEK_Traf_Test2"	5	2	525	
"100708TL_HEK_Traf_Test2"	5	3	525	1776.0
"100708TL_HEK_Traf_Test2"	5	4	525	1495.0
"100708TL_HEK_Traf_Test2"	5	5	525	1135.0
"100708TL_HEK_Traf_Test2"	5	6	525	1923.0
"100708TL_HEK_Traf_Test2"	5	7	525	453.0
"100708TL_HEK_Traf_Test2"	5	8	525	1673.0
"100708TL_HEK_Traf_Test2"	5	9	525	1349.0
"100708TL_HEK_Traf_Test2"	5	10	525	1463.0
"100708TL_HEK_Traf_Test2"	5	11	525	175.0
"100708TL_HEK_Traf_Test2"	5	12	525	207.0
"100708TL_HEK_Traf_Test2"	5	13	525	279.0
"100708TL_HEK_Traf_Test2"	5	14	525	420.0
"100708TL_HEK_Traf_Test2"	5	15	525	198.0
"100708TL_HEK_Traf_Test2"	5	16	525	100.0
"100708TL_HEK_Traf_Test2"	5	17	525	131.0
"100708TL_HEK_Traf_Test2"	5	18	525	107.0
"100708TL_HEK_Traf_Test2"	5	19	525	
"100708TL_HEK_Traf_Test2"	5	20	525	
"100708TL_HEK_Traf_Test2"	5	21	525	
"100708TL_HEK_Traf_Test2"	5	22	525	
"100708TL_HEK_Traf_Test2"	5	23	525	
"100708TL_HEK_Traf_Test2"	5	24	525	
"100708TL_HEK_Traf_Test2"	6	1	525	
"100708TL_HEK_Traf_Test2"	6	2	525	
"100708TL_HEK_Traf_Test2"	6	3	525	3875.0
"100708TL_HEK_Traf_Test2"	6	4	525	3001.0
"100708TL_HEK_Traf_Test2"	6	5	525	2588.0
"100708TL_HEK_Traf_Test2"	6	6	525	3704.0
"100708TL_HEK_Traf_Test2"	6	7	525	2601.0
"100708TL_HEK_Traf_Test2"	6	8	525	2712.0
"100708TL_HEK_Traf_Test2"	6	9	525	2604.0
"100708TL_HEK_Traf_Test2"	6	10	525	2560.0
"100708TL_HEK_Traf_Test2"	6	11	525	664.0
"100708TL_HEK_Traf_Test2"	6	12	525	617.0
"100708TL_HEK_Traf_Test2"	6	13	525	677.0
"100708TL_HEK_Traf_Test2"	6	14	525	1987.0
"100708TL_HEK_Traf_Test2"	6	15	525	192.0
"100708TL_HEK_Traf_Test2"	6	16	525	228.0
"100708TL_HEK_Traf_Test2"	6	17	525	384.0
"100708TL_HEK_Traf_Test2"	6	18	525	241.0
"100708TL_HEK_Traf_Test2"	6	19	525	
"100708TL_HEK_Traf_Test2"	6	20	525	
"100708TL_HEK_Traf_Test2"	6	21	525	
"100708TL_HEK_Traf_Test2"	6	22	525	
"100708TL_HEK_Traf_Test2"	6	23	525	
"100708TL_HEK_Traf_Test2"	6	24	525	
"100708TL_HEK_Traf_Test2"	7	1	525	
"100708TL_HEK_Traf_Test2"	7	2	525	
"100708TL_HEK_Traf_Test2"	7	3	525	3780.0
"100708TL_HEK_Traf_Test2"	7	4	525	3893.0
"100708TL_HEK_Traf_Test2"	7	5	525	3859.0
"100708TL_HEK_Traf_Test2"	7	6	525	4202.0
"100708TL_HEK_Traf_Test2"	7	7	525	3267.0
"100708TL_HEK_Traf_Test2"	7	8	525	3032.0
"100708TL_HEK_Traf_Test2"	7	9	525	2798.0
"100708TL_HEK_Traf_Test2"	7	10	525	2907.0
"100708TL_HEK_Traf_Test2"	7	11	525	1167.0
"100708TL_HEK_Traf_Test2"	7	12	525	1197.0
"100708TL_HEK_Traf_Test2"	7	13	525	885.0
"100708TL_HEK_Traf_Test2"	7	14	525	2320.0
"100708TL_HEK_Traf_Test2"	7	15	525	223.0
"100708TL_HEK_Traf_Test2"	7	16	525	227.0
"100708TL_HEK_Traf_Test2"	7	17	525	212.0
"100708TL_HEK_Traf_Test2"	7	18	525	301.0
"100708TL_HEK_Traf_Test2"	7	19	525	
"100708TL_HEK_Traf_Test2"	7	20	525	
"100708TL_HEK_Traf_Test2"	7	21	525	
"100708TL_HEK_Traf_Test2"	7	22	525	
"100708TL_HEK_Traf_Test2"	7	23	525	
"100708TL_HEK_Traf_Test2"	7	24	525	
"100708TL_HEK_Traf_Test2"	8	1	525	
"100708TL_HEK_Traf_Test2"	8	2	525	
"100708TL_HEK_Traf_Test2"	8	3	525	4033.0
"100708TL_HEK_Traf_Test2"	8	4	525	4259.0
"100708TL_HEK_Traf_Test2"	8	5	525	3541.0
"100708TL_HEK_Traf_Test2"	8	6	525	4057.0
"100708TL_HEK_Traf_Test2"	8	7	525	3109.0
"100708TL_HEK_Traf_Test2"	8	8	525	2470.0
"100708TL_HEK_Traf_Test2"	8	9	525	2966.0
"100708TL_HEK_Traf_Test2"	8	10	525	3209.0
"100708TL_HEK_Traf_Test2"	8	11	525	1106.0
"100708TL_HEK_Traf_Test2"	8	12	525	1163.0
"100708TL_HEK_Traf_Test2"	8	13	525	797.0
"100708TL_HEK_Traf_Test2"	8	14	525	1966.0
"100708TL_HEK_Traf_Test2"	8	15	525	430.0
"100708TL_HEK_Traf_Test2"	8	16	525	233.0
"100708TL_HEK_Traf_Test2"	8	17	525	319.0
"100708TL_HEK_Traf_Test2"	8	18	525	384.0
"100708TL_HEK_Traf_Test2"	8	19	525	
"100708TL_HEK_Traf_Test2"	8	20	525	
"100708TL_HEK_Traf_Test2"	8	21	525	
"100708TL_HEK_Traf_Test2"	8	22	525	
"100708TL_HEK_Traf_Test2"	8	23	525	
"100708TL_HEK_Traf_Test2"	8	24	525	
"100708TL_HEK_Traf_Test2"	9	1	525	
"100708TL_HEK_Traf_Test2"	9	2	525	
"100708TL_HEK_Traf_Test2"	9	3	525	4357.0
"100708TL_HEK_Traf_Test2"	9	4	525	3984.0
"100708TL_HEK_Traf_Test2"	9	5	525	4110.0
"100708TL_HEK_Traf_Test2"	9	6	525	3774.0
"100708TL_HEK_Traf_Test2"	9	7	525	2918.0
"100708TL_HEK_Traf_Test2"	9	8	525	2973.0
"100708TL_HEK_Traf_Test2"	9	9	525	3868.0
"100708TL_HEK_Traf_Test2"	9	10	525	3649.0
"100708TL_HEK_Traf_Test2"	9	11	525	2751.0
"100708TL_HEK_Traf_Test2"	9	12	525	2596.0
"100708TL_HEK_Traf_Test2"	9	13	525	3741.0
"100708TL_HEK_Traf_Test2"	9	14	525	3939.0
"100708TL_HEK_Traf_Test2"	9	15	525	403.0
"100708TL_HEK_Traf_Test2"	9	16	525	500.0
"100708TL_HEK_Traf_Test2"	9	17	525	3664.0
"100708TL_HEK_Traf_Test2"	9	18	525	4051.0
"100708TL_HEK_Traf_Test2"	9	19	525	
"100708TL_HEK_Traf_Test2"	9	20	525	
"100708TL_HEK_Traf_Test2"	9	21	525	
"100708TL_HEK_Traf_Test2"	9	22	525	
"100708TL_HEK_Traf_Test2"	9	23	525	
"100708TL_HEK_Traf_Test2"	9	24	525	
"100708TL_HEK_Traf_Test2"	10	1	525	
"100708TL_HEK_Traf_Test2"	10	2	525	
"100708TL_HEK_Traf_Test2"	10	3	525	4131.0
"100708TL_HEK_Traf_Test2"	10	4	525	3888.0
"100708TL_HEK_Traf_Test2"	10	5	525	3778.0
"100708TL_HEK_Traf_Test2"	10	6	525	3584.0
"100708TL_HEK_Traf_Test2"	10	7	525	3305.0
"100708TL_HEK_Traf_Test2"	10	8	525	2523.0
"100708TL_HEK_Traf_Test2"	10	9	525	3972.0
"100708TL_HEK_Traf_Test2"	10	10	525	3643.0
"100708TL_HEK_Traf_Test2"	10	11	525	3036.0
"100708TL_HEK_Traf_Test2"	10	12	525	3460.0
"100708TL_HEK_Traf_Test2"	10	13	525	3874.0
"100708TL_HEK_Traf_Test2"	10	14	525	3857.0
"100708TL_HEK_Traf_Test2"	10	15	525	415.0
"100708TL_HEK_Traf_Test2"	10	16	525	250.0
"100708TL_HEK_Traf_Test2"	10	17	525	3404.0
"100708TL_HEK_Traf_Test2"	10	18	525	3313.0
"100708TL_HEK_Traf_Test2"	10	19	525	
"100708TL_HEK_Traf_Test2"	10	20	525	
"100708TL_HEK_Traf_Test2"	10	21	525	
"100708TL_HEK_Traf_Test2"	10	22	525	
"100708TL_HEK_Traf_Test2"	10	23	525	
"100708TL_HEK_Traf_Test2"	10	24	525	
"100708TL_HEK_Traf_Test2"	11	1	525	
"100708TL_HEK_Traf_Test2"	11	2	525	
"100708TL_HEK_Traf_Test2"	11	3	525	4271.0
"100708TL_HEK_Traf_Test2"	11	4	525	4086.0
"100708TL_HEK_Traf_Test2"	11	5	525	3657.0
"100708TL_HEK_Traf_Test2"	11	6	525	3281.0
"100708TL_HEK_Traf_Test2"	11	7	525	3030.0
"100708TL_HEK_Traf_Test2"	11	8	525	3152.0
"100708TL_HEK_Traf_Test2"	11	9	525	3911.0
"100708TL_HEK_Traf_Test2"	11	10	525	3477.0
"100708TL_HEK_Traf_Test2"	11	11	525	2668.0
"100708TL_HEK_Traf_Test2"	11	12	525	2487.0
"100708TL_HEK_Traf_Test2"	11	13	525	3866.0
"100708TL_HEK_Traf_Test2"	11	14	525	3294.0
"100708TL_HEK_Traf_Test2"	11	15	525	299.0
"100708TL_HEK_Traf_Test2"	11	16	525	514.0
"100708TL_HEK_Traf_Test2"	11	17	525	3601.0
"100708TL_HEK_Traf_Test2"	11	18	525	3852.0
"100708TL_HEK_Traf_Test2"	11	19	525	
"100708TL_HEK_Traf_Test2"	11	20	525	
"100708TL_HEK_Traf_Test2"	11	21	525	
"100708TL_HEK_Traf_Test2"	11	22	525	
"100708TL_HEK_Traf_Test2"	11	23	525	
"100708TL_HEK_Traf_Test2"	11	24	525	
"100708TL_HEK_Traf_Test2"	12	1	525	
"100708TL_HEK_Traf_Test2"	12	2	525	
"100708TL_HEK_Traf_Test2"	12	3	525	
"100708TL_HEK_Traf_Test2"	12	4	525	
"100708TL_HEK_Traf_Test2"	12	5	525	
"100708TL_HEK_Traf_Test2"	12	6	525	
"100708TL_HEK_Traf_Test2"	12	7	525	
"100708TL_HEK_Traf_Test2"	12	8	525	
"100708TL_HEK_Traf_Test2"	12	9	525	
"100708TL_HEK_Traf_Test2"	12	10	525	
"100708TL_HEK_Traf_Test2"	12	11	525	
"100708TL_HEK_Traf_Test2"	12	12	525	
"100708TL_HEK_Traf_Test2"	12	13	525	
"100708TL_HEK_Traf_Test2"	12	14	525	
"100708TL_HEK_Traf_Test2"	12	15	525	
"100708TL_HEK_Traf_Test2"	12	16	525	
"100708TL_HEK_Traf_Test2"	12	17	525	
"100708TL_HEK_Traf_Test2"	12	18	525	
"100708TL_HEK_Traf_Test2"	12	19	525	
"100708TL_HEK_Traf_Test2"	12	20	525	
"100708TL_HEK_Traf_Test2"	12	21	525	
"100708TL_HEK_Traf_Test2"	12	22	525	
"100708TL_HEK_Traf_Test2"	12	23	525	
"100708TL_HEK_Traf_Test2"	12	24	525	
"100708TL_HEK_Traf_Test2"	13	1	525	
"100708TL_HEK_Traf_Test2"	13	2	525	
"100708TL_HEK_Traf_Test2"	13	3	525	
"100708TL_HEK_Traf_Test2"	13	4	525	
"100708TL_HEK_Traf_Test2"	13	5	525	
"100708TL_HEK_Traf_Test2"	13	6	525	
"100708TL_HEK_Traf_Test2"	13	7	525	
"100708TL_HEK_Traf_Test2"	13	8	525	
"100708TL_HEK_Traf_Test2"	13	9	525	
"100708TL_HEK_Traf_Test2"	13	10	525	
"100708TL_HEK_Traf_Test2"	13	11	525	
"100708TL_HEK_Traf_Test2"	13	12	525	
"100708TL_HEK_Traf_Test2"	13	13	525	
"100708TL_HEK_Traf_Test2"	13	14	525	
"100708TL_HEK_Traf_Test2"	13	15	525	
"100708TL_HEK_Traf_Test2"	13	16	525	
"100708TL_HEK_Traf_Test2"	13	17	525	
"100708TL_HEK_Traf_Test2"	13	18	525	
"100708TL_HEK_Traf_Test2"	13	19	525	
"100708TL_HEK_Traf_Test2"	13	20	525	
"100708TL_HEK_Traf_Test2"	13	21	525	
"100708TL_HEK_Traf_Test2"	13	22	525	
"100708TL_HEK_Traf_Test2"	13	23	525	
"100708TL_HEK_Traf_Test2"	13	24	525	
"100708TL_HEK_Traf_Test2"	14	1	525	
"100708TL_HEK_Traf_Test2"	14	2	525	
"100708TL_HEK_Traf_Test2"	14	3	525	
"100708TL_HEK_Traf_Test2"	14	4	525	
"100708TL_HEK_Traf_Test2"	14	5	525	
"100708TL_HEK_Traf_Test2"	14	6	525	
"100708TL_HEK_Traf_Test2"	14	7	525	
"100708TL_HEK_Traf_Test2"	14	8	525	
"100708TL_HEK_Traf_Test2"	14	9	525	
"100708TL_HEK_Traf_Test2"	14	10	525	
"100708TL_HEK_Traf_Test2"	14	11	525	
"100708TL_HEK_Traf_Test2"	14	12	525	
"100708TL_HEK_Traf_Test2"	14	13	525	
"100708TL_HEK_Traf_Test2"	14	14	525	
"100708TL_HEK_Traf_Test2"	14	15	525	
"100708TL_HEK_Traf_Test2"	14	16	525	
"100708TL_HEK_Traf_Test2"	14	17	525	
"100708TL_HEK_Traf_Test2"	14	18	525	
"100708TL_HEK_Traf_Test2"	14	19	525	
"100708TL_HEK_Traf_Test2"	14	20	525	
"100708TL_HEK_Traf_Test2"	14	21	525	
"100708TL_HEK_Traf_Test2"	14	22	525	
"100708TL_HEK_Traf_Test2"	14	23	525	
"100708TL_HEK_Traf_Test2"	14	24	525	
"100708TL_HEK_Traf_Test2"	15	1	525	
"100708TL_HEK_Traf_Test2"	15	2	525	
"100708TL_HEK_Traf_Test2"	15	3	525	
"100708TL_HEK_Traf_Test2"	15	4	525	
"100708TL_HEK_Traf_Test2"	15	5	525	
"100708TL_HEK_Traf_Test2"	15	6	525	
"100708TL_HEK_Traf_Test2"	15	7	525	
"100708TL_HEK_Traf_Test2"	15	8	525	
"100708TL_HEK_Traf_Test2"	15	9	525	
"100708TL_HEK_Traf_Test2"	15	10	525	
"100708TL_HEK_Traf_Test2"	15	11	525	
"100708TL_HEK_Traf_Test2"	15	12	525	
"100708TL_HEK_Traf_Test2"	15	13	525	
"100708TL_HEK_Traf_Test2"	15	14	525	
"100708TL_HEK_Traf_Test2"	15	15	525	
"100708TL_HEK_Traf_Test2"	15	16	525	
"100708TL_HEK_Traf_Test2"	15	17	525	
"100708TL_HEK_Traf_Test2"	15	18	525	
"100708TL_HEK_Traf_Test2"	15	19	525	
"100708TL_HEK_Traf_Test2"	15	20	525	
"100708TL_HEK_Traf_Test2"	15	21	525	
"100708TL_HEK_Traf_Test2"	15	22	525	
"100708TL_HEK_Traf_Test2"	15	23	525	
"100708TL_HEK_Traf_Test2"	15	24	525	
"100708TL_HEK_Traf_Test2"	16	1	525	
"100708TL_HEK_Traf_Test2"	16	2	525	
"100708TL_HEK_Traf_Test2"	16	3	525	
"100708TL_HEK_Traf_Test2"	16	4	525	
"100708TL_HEK_Traf_Test2"	16	5	525	
"100708TL_HEK_Traf_Test2"	16	6	525	
"100708TL_HEK_Traf_Test2"	16	7	525	
"100708TL_HEK_Traf_Test2"	16	8	525	
"100708TL_HEK_Traf_Test2"	16	9	525	
"100708TL_HEK_Traf_Test2"	16	10	525	
"100708TL_HEK_Traf_Test2"	16	11	525	
"100708TL_HEK_Traf_Test2"	16	12	525	
"100708TL_HEK_Traf_Test2"	16	13	525	
"100708TL_HEK_Traf_Test2"	16	14	525	
"100708TL_HEK_Traf_Test2"	16	15	525	
"100708TL_HEK_Traf_Test2"	16	16	525	
"100708TL_HEK_Traf_Test2"	16	17	525	
"100708TL_HEK_Traf_Test2"	16	18	525	
"100708TL_HEK_Traf_Test2"	16	19	525	
"100708TL_HEK_Traf_Test2"	16	20	525	
"100708TL_HEK_Traf_Test2"	16	21	525	
"100708TL_HEK_Traf_Test2"	16	22	525	
"100708TL_HEK_Traf_Test2"	16	23	525	
"100708TL_HEK_Traf_Test2"	16	24	525	
